name,ingredients_json,mood_labels,tags,category,instructions,glass,garnish,prep_time,difficulty,image_url,date
Blueberry Banana Smoothie,"[{""name"":""banana"",""measure"":""""},{""name"":""frozen blueberries"",""measure"":""""},{""name"":""orange juice"",""measure"":""""},{""name"":""wheat germ"",""measure"":""""}]","energy_light_refreshing,time_brunchy","style_new_era,flavor_fruity,texture_creamy,serve_frozen,occ_brunch",cat_soft_zero_proof,"Blend together banana, frozen blueberries, orange juice, and wheat germ until smooth. Serve immediately in a chilled glass.",glass_coffee_mug,none,1 minute,Easy,https://drive.google.com/file/d/1bo-RUspZd7XvBv64hkwHNE-DnR4s4KrI/view?usp=drivesdk,2025-09-28
Bluebird,"[{""name"":""Gin"",""measure"":""1 1/2 oz""},{""name"":""Triple sec"",""measure"":""1/2 oz""},{""name"":""Blue Curacao"",""measure"":""1/2 oz""},{""name"":""Bitters"",""measure"":""2 dashes""},{""name"":""Maraschino cherry"",""measure"":""1""},{""name"":""Lemon peel"",""measure"":""1 twist of""}]","energy_bright_uplifting,time_aperitif","style_contemporary_classic,flavor_citrus,strength_moderate,serve_up",cat_short_spirit_forward,"Combine gin, triple sec, blue Curacao, and bitters in a mixing glass with crushed ice and stir well. Fine strain into a chilled cocktail glass, then garnish with a twist of lemon peel and a maraschino cherry.",glass_martini,lemon twist + maraschino cherry,3 minutes,Medium,https://drive.google.com/file/d/1HRjh02rxTnG-A-DuCppDyulv3LJVNa-x/view?usp=drivesdk,2025-09-28
Bob Marley,"[{""name"":""Midori melon liqueur"",""measure"":""1/2 oz""},{""name"":""Jägermeister"",""measure"":""1/2 oz""},{""name"":""Goldschlager"",""measure"":""1/2 oz""}]","occ_party_high_energy,energy_bright_uplifting","style_tiki,flavor_fruity,strength_strong",cat_shot_shooter,"Layer 1/2 oz of Midori melon liqueur, then 1/2 oz of Jägermeister, and finally 1/2 oz of Goldschlager in a shot glass.",glass_shot,none,4 minutes,Medium,https://drive.google.com/file/d/1gqzpWICOAugn2bEhP00keier73U7eUBo/view?usp=drivesdk,2025-09-28
Boba Tea,"[{""name"":""water"",""measure"":""""},{""name"":""black tea bags"",""measure"":""""},{""name"":""black tapioca pearls"",""measure"":""""},{""name"":""brown sugar"",""measure"":""""},{""name"":""hot water"",""measure"":""""}]","energy_relaxed,time_brunchy","style_new_era,flavor_sweet,serve_frozen,occ_brunch",cat_coffee_tea,"Brew black tea bags in hot water, then stir in brown sugar until dissolved. In a glass, add cooked black tapioca pearls, pour the sweetened tea over, and top with cold water.",glass_coffee_mug,none,2 minutes,Easy,https://drive.google.com/file/d/1PdUG-DS1o1jiiXoqo1_-_sjrkrN02hAO/view?usp=drivesdk,2025-09-28
Bobby Burns,"[{""name"":""scotch whisky"",""measure"":""""},{""name"":""sweet vermouth"",""measure"":""""},{""name"":""benedictine D.O.M."",""measure"":""""},{""name"":""lemon twist"",""measure"":""""}]","energy_bold_spirit_forward,time_nightcap","style_classic,flavor_sweet,strength_moderate",cat_short_spirit_forward,"Combine scotch whisky, sweet vermouth, and Benedictine in a mixing glass with ice, then strain into a chilled coupe. Garnish with a twist of lemon.",glass_coffee_mug,lemon twist,2 minutes,Medium,https://drive.google.com/file/d/1xEJ5x2pKaW8cTWWiv7oIrbtuBW7e6m5M/view?usp=drivesdk,2025-09-28
Bombeirinho,"[{""name"":""Red Gooseberry Liquor"",""measure"":""""},{""name"":""White Cachaça (Cachaça Branca)"",""measure"":""""},{""name"":""Lemon"",""measure"":""""},{""name"":""Ice, optional"",""measure"":""""}]","energy_light_refreshing,time_aperitif","style_new_era,flavor_citrus,strength_moderate,serve_on_rocks,origin_brazil",cat_unknown_other,"Combine equal parts Red Gooseberry Liquor and White Cachaça in a shaker with the juice of half a lemon, then shake with ice if desired. Strain into a rocks glass over fresh ice.",glass_coffee_mug,none,3 minutes,Medium,https://drive.google.com/file/d/1fVQO5hR9SjnK4kUKkETIyBC8TJYHkQlv/view?usp=drivesdk,2025-09-28
Boomerang,"[{""name"":""Gin"",""measure"":""2 oz""},{""name"":""Dry Vermouth"",""measure"":""1/2 oz""},{""name"":""Bitters"",""measure"":""2 dashes""},{""name"":""Maraschino liqueur"",""measure"":""1/2 tsp""},{""name"":""Maraschino cherry"",""measure"":""1""}]","season_garden,time_aperitif","style_classic,flavor_bitter,strength_moderate,serve_up",cat_short_spirit_forward,"Combine 2 oz gin, 1/2 oz dry vermouth, 2 dashes bitters, and 1/2 tsp maraschino liqueur in a mixing glass filled with ice. Stir well and strain into a cocktail glass, garnishing with a maraschino cherry.",glass_martini,maraschino cherry,2 minutes,Medium,https://drive.google.com/file/d/1A9wn9_mHEjG8dJrKsq2p8wJNdLFeYq0N/view?usp=drivesdk,2025-09-28
Bora Bora,"[{""name"":""Pineapple juice"",""measure"":""10 cl""},{""name"":""Passion fruit juice"",""measure"":""6 cl""},{""name"":""Lemon juice"",""measure"":""1 cl""},{""name"":""Grenadine"",""measure"":""1 cl""}]","season_tropical,time_aperitif","style_tiki,flavor_fruity,flavor_citrus,serve_bubbly,season_summer",cat_soft_zero_proof,"Blend pineapple juice, passion fruit juice, lemon juice, and grenadine with ice, then pour into a highball glass filled with ice. Garnish with a slice of pineapple and a cherry.",glass_highball,none,6 minutes,Easy,https://drive.google.com/file/d/1yXHTecouFSjvthoupau_372Td_YvwOtd/view?usp=drivesdk,2025-09-28
Boston Sour,"[{""name"":""Blended whiskey"",""measure"":""2 oz""},{""name"":""Lemon"",""measure"":""Juice of 1/2""},{""name"":""Powdered sugar"",""measure"":""1 tsp""},{""name"":""Egg white"",""measure"":""1""},{""name"":""Lemon"",""measure"":""1 slice""},{""name"":""Cherry"",""measure"":""1""}]","energy_smooth,time_aperitif","style_classic,style_sour_family,flavor_citrus,diet_egg",cat_short_shaken_citrus,"Shake 2 oz blended whiskey, juice of 1/2 lemon, 1 tsp powdered sugar, and 1 egg white with cracked ice, then fine strain into a whiskey sour glass. Garnish with a slice of lemon and top with a cherry.",glass_rocks,lemon wheel + cocktail cherry,4 minutes,Medium,https://drive.google.com/file/d/1w0ZTyctPQAjVEjtBainsvQE2BbVm9hoy/view?usp=drivesdk,2025-09-28
Boulevardier,"[{""name"":""Bourbon"",""measure"":""""},{""name"":""Campari"",""measure"":""""},{""name"":""Sweet Vermouth"",""measure"":""""},{""name"":""Orange peel"",""measure"":""""}]","energy_bold_spirit_forward,occ_soiree","style_classic,flavor_bitter,strength_strong",cat_short_spirit_forward,"Combine equal parts bourbon, Campari, and sweet vermouth in a mixing glass with ice, stir until well chilled, then strain into a chilled coupe. Express the oils from an orange peel over the drink and discard or use as garnish.",glass_coffee_mug,orange twist,2 minutes,Medium,https://drive.google.com/file/d/1nTv7QPaIAmCy1HioT0FEzHJCkMFTukbo/view?usp=drivesdk,2025-09-28
Bourbon Lemonade,"[{""name"":""Bulleit Bourbon"",""measure"":""""},{""name"":""Lemonade"",""measure"":""""},{""name"":""Triple Sec"",""measure"":""""},{""name"":""Maraschino Cherries"",""measure"":""""}]","energy_light_refreshing,time_aperitif","style_contemporary_classic,flavor_citrus,strength_moderate,serve_long",cat_highball_long,"Combine Bulleit Bourbon, lemonade, and Triple Sec in a glass filled with ice, then stir gently. Garnish with maraschino cherries.",glass_coffee_mug,lemon wheel + maraschino cherry,2 minutes,Easy,https://drive.google.com/file/d/1YrtLoLo1UUsOXiPUq2cveWzBFIKRGjSh/view?usp=drivesdk,2025-09-28
Bourbon Mule,"[{""name"":""bourbon"",""measure"":""""},{""name"":""fresh lime juice"",""measure"":""""},{""name"":""light ginger beer, such as Fever-Tree Naturally Light"",""measure"":""""},{""name"":""fresh mint sprig"",""measure"":""""},{""name"":""lime slice"",""measure"":""""}]","energy_light_refreshing,time_aperitif","style_contemporary_classic,flavor_citrus,flavor_fruity,strength_moderate",cat_highball_long,"In a glass filled with ice, combine bourbon and fresh lime juice, then top with light ginger beer. Garnish with a fresh mint sprig and a slice of lime.",glass_coffee_mug,lime wedge + mint sprig,2 minutes,Easy,https://drive.google.com/file/d/1nfI8z3XKPSiQChLl0NHMHBdqYklOaEnl/view?usp=drivesdk,2025-09-28
Bourbon Old Fashioned,"[{""name"":""sugar"",""measure"":""""},{""name"":""water"",""measure"":""""},{""name"":""bourbon"",""measure"":""""},{""name"":""orange peel"",""measure"":""""}]","energy_bold_spirit_forward,occ_soiree","style_classic,flavor_sweet,strength_strong,serve_on_rocks",cat_short_spirit_forward,"Muddle sugar with a splash of water in a glass, then add bourbon and ice. Stir gently and garnish with a twist of orange peel.",glass_coffee_mug,orange twist,3 minutes,Easy,https://drive.google.com/file/d/1dYBxyMCeJrEA-zSw4iWmF6Riirb_txuW/view?usp=drivesdk,2025-09-28
Boxcar,"[{""name"":""Gin"",""measure"":""1 1/2 oz""},{""name"":""Triple sec"",""measure"":""1 oz""},{""name"":""Lemon juice"",""measure"":""1 tsp""},{""name"":""Grenadine"",""measure"":""1/2 tsp""},{""name"":""Egg white"",""measure"":""1""}]","energy_light_refreshing,time_aperitif","style_classic,flavor_sour,diet_egg,serve_up",cat_short_shaken_citrus,"Combine 1 1/2 oz gin, 1 oz triple sec, 1 tsp lemon juice, 1/2 tsp grenadine, and 1 egg white in a shaker filled with ice, shake vigorously, then fine strain into a whiskey sour glass.",glass_rocks,none,4 minutes,Medium,https://drive.google.com/file/d/1Ykx7o9UC4ZDpVYhTI8VoKGNfgcRIc-2s/view?usp=drivesdk,2025-09-28
Boza,"[{""name"":""coarse bulghur"",""measure"":""""},{""name"":""rice"",""measure"":""""},{""name"":""water"",""measure"":""""},{""name"":""powdered sugar"",""measure"":""""},{""name"":""sourdough"",""measure"":""""},{""name"":""warm milk"",""measure"":""""}]","energy_cozy_warming,intent_dessert","style_contemporary_classic,flavor_sweet,diet_dairy",cat_soft_zero_proof,"Combine coarse bulghur, rice, and water in a pot, then cook until soft. Blend the mixture with powdered sugar, sourdough, and warm milk until smooth. Serve chilled or at room temperature.",glass_coffee_mug,none,1 minute,Easy,https://drive.google.com/file/d/1BA215SgYpTZhwhTpD9B_ExbUr59ArJY3/view?usp=drivesdk,2025-09-28
Brain Damage,"[{""name"":""Peach Schnapps"",""measure"":""""},{""name"":""Irish Cream"",""measure"":""""},{""name"":""grenadine"",""measure"":""""}]","energy_indulgent,intent_dessert","style_shot,flavor_sweet,diet_dairy",cat_shot_shooter,"Layer Peach Schnapps, then Irish Cream, and finally grenadine in a shot glass.",glass_coffee_mug,none,3 minutes,Medium,https://drive.google.com/file/d/1oisnA4xXNKcvmAXMTHyD_iqTbTze3hOX/view?usp=drivesdk,2025-09-28
Brain Fart,"[{""name"":""Everclear"",""measure"":""1 fifth""},{""name"":""Vodka"",""measure"":""1 fifth Smirnoff red label""},{""name"":""Mountain Dew"",""measure"":""2 L""},{""name"":""Surge"",""measure"":""2 L""},{""name"":""Lemon juice"",""measure"":""1 small bottle""},{""name"":""Rum"",""measure"":""1 pint""}]","occ_party_high_energy,energy_bright_uplifting","style_shot,flavor_intense,strength_strong,occ_party",cat_punch_party,"Combine 1 fifth of Everclear, 1 fifth of vodka, 2 liters of Mountain Dew, 2 liters of Surge, the juice from 1 small bottle of lemon juice, and 1 pint of rum in a punch bowl with ice, stirring gently until well mixed.",glass_punch_bowl,none,2 minutes,Easy,https://drive.google.com/file/d/1hZrSw4VbWRkngZr5JRYa5DYmnvsobFsB/view?usp=drivesdk,2025-09-28
Bramble,"[{""name"":""Gin"",""measure"":""4 cl""},{""name"":""Lemon juice"",""measure"":""1.5 cl""},{""name"":""Syrup"",""measure"":""1 cl""},{""name"":""Blackberry liqueur"",""measure"":""1.5 cl""}]","energy_light_refreshing,time_aperitif","style_classic,style_sour_family,flavor_citrus,flavor_fruity",cat_short_shaken_citrus,"In an old-fashioned glass filled with crushed ice, combine gin, lemon juice, and syrup, then stir gently. Drizzle blackberry liqueur over the top in a circular motion and garnish with a lemon slice and two blackberries.",glass_rocks,lemon wheel + cocktail cherry,4 minutes,Medium,https://drive.google.com/file/d/1k2bXtjk30UPyVcjZdIm9a-gxkHP7jyIN/view?usp=drivesdk,2025-09-28
Brandy Alexander,"[{""name"":""Brandy"",""measure"":""""},{""name"":""Dark Crème de Cacao"",""measure"":""""},{""name"":""Cream"",""measure"":""""},{""name"":""Fresh Nutmeg"",""measure"":""""}]","energy_creamy_velvety,intent_dessert","style_classic,flavor_chocolate,diet_dairy,texture_creamy",cat_milk_egg_cream,"Combine equal parts brandy, dark crème de cacao, and cream in a shaker with ice, then strain into a chilled coupe. Grate fresh nutmeg on top before serving.",glass_coffee_mug,grated nutmeg,4 minutes,Medium,https://drive.google.com/file/d/1CAjOXc-HRLNNziXAFxTD2tgBH-p0ZpJQ/view?usp=drivesdk,2025-09-28
Brandy Sour,"[{""name"":""brandy"",""measure"":""""},{""name"":""lemon juice"",""measure"":""""},{""name"":""angostura bitters"",""measure"":""""}]","energy_bold_spirit_forward,time_aperitif","style_sour_family,flavor_citrus,strength_moderate",cat_short_shaken_citrus,"Combine brandy, lemon juice, and a dash of angostura bitters in a shaker with ice, then strain into a chilled glass.",glass_coffee_mug,lemon twist,2 minutes,Medium,https://drive.google.com/file/d/1iXfUc0FUGrODN6q2mnWn-iZeLsohUOHE/view?usp=drivesdk,2025-09-28
Brandy Wine Punch,"[{""name"":""oranges"",""measure"":""""},{""name"":""lemon"",""measure"":""""},{""name"":""honey dew melons"",""measure"":""""},{""name"":""brandy"",""measure"":""""},{""name"":""club soda"",""measure"":""""},{""name"":""red wine"",""measure"":""""},{""name"":""sugar"",""measure"":""""}]","energy_light_refreshing,time_aperitif","style_punch,flavor_fruity,strength_moderate,serve_bubbly,season_summer",cat_punch_party,"Muddle oranges, lemon, and honey dew melons in a punch bowl, then add brandy, red wine, and sugar, stirring until dissolved. Top with club soda and serve over ice.",glass_coffee_mug,orange slice + lemon wheel,4 minutes,Medium,https://drive.google.com/file/d/1y9535_FIOMxNZNkMkCjgA6Z0TjpX4dFX/view?usp=drivesdk,2025-09-28
Brass Monkey,"[{""name"":""vodka"",""measure"":""""},{""name"":""rum (preferably dark)"",""measure"":""""},{""name"":""orange juice"",""measure"":""""}]","energy_light_refreshing,time_aperitif","style_classic,flavor_citrus,strength_moderate,serve_on_rocks",cat_highball_long,"Combine equal parts vodka, dark rum, and orange juice in a shaker with ice, then strain into a rocks glass filled with fresh ice.",glass_coffee_mug,none,3 minutes,Easy,https://drive.google.com/file/d/1nc4vGLPX6WBgVGij_p5FODOpxBGRjQkf/view?usp=drivesdk,2025-09-28
Brazilian Coconut Cocktail,"[{""name"":""Coconut milk"",""measure"":""""},{""name"":""Sweetened condensed milk"",""measure"":""""},{""name"":""Cachaça or vodka"",""measure"":""""},{""name"":""Coconut water"",""measure"":""""},{""name"":""Ice cubes"",""measure"":""""}]","season_tropical,occ_party_high_energy","style_new_era,flavor_sweet,texture_creamy,serve_frozen,origin_brazil",cat_soft_zero_proof,"Combine coconut milk, sweetened condensed milk, cachaça or vodka, and coconut water in a shaker with ice. Shake well and strain into a chilled glass.",glass_coffee_mug,none,4 minutes,Medium,https://drive.google.com/file/d/1SWOQaIq-NIEUCnSJsiv-y8AQKVntXyLD/view?usp=drivesdk,2025-09-28
Brazilian Limeade,"[{""name"":""limes"",""measure"":""""},{""name"":""sweetened condensed milk"",""measure"":""""},{""name"":""cold water"",""measure"":""""},{""name"":""sugar"",""measure"":""""},{""name"":""ice cubes"",""measure"":""""}]","energy_light_refreshing,time_aperitif","style_new_era,flavor_citrus,texture_creamy,serve_frozen,occ_brunch",cat_soft_zero_proof,"Juice the limes and combine the juice with sweetened condensed milk, cold water, and sugar in a blender. Add ice cubes and blend until smooth, then serve immediately.",glass_coffee_mug,none,8 minutes,Medium,https://drive.google.com/file/d/1DTTNQ2BFcut-M26k4uS-QWWnN9Vp4lES/view?usp=drivesdk,2025-09-28
Brazilian Strawberry Drink,"[{""name"":""Vodka"",""measure"":""""},{""name"":""Condensed milk"",""measure"":""""},{""name"":""Sugar"",""measure"":""""},{""name"":""Milk"",""measure"":""""},{""name"":""Milk cream"",""measure"":""""},{""name"":""Yogurt"",""measure"":""""},{""name"":""Strawberry"",""measure"":""""}]","energy_indulgent,intent_dessert","style_new_era,flavor_fruity,diet_dairy,texture_creamy,occ_brunch",cat_soft_zero_proof,"Blend vodka, condensed milk, sugar, milk, milk cream, yogurt, and strawberries until smooth. Serve in a chilled glass.",glass_coffee_mug,none,4 minutes,Medium,https://drive.google.com/file/d/1QplHQqmUc5ozaRScRZUHJ3Tf9BtaAmJE/view?usp=drivesdk,2025-09-28
Breakfast Club Cocktail,"[{""name"":""Cereal Milk"",""measure"":""""},{""name"":""Demerara Syrup"",""measure"":""""},{""name"":""Bourbon"",""measure"":""""},{""name"":""Favorite colorful cereal"",""measure"":""""}]","energy_indulgent,time_brunchy","style_contemporary_classic,flavor_sweet,diet_dairy,occ_brunch,texture_creamy",cat_soft_zero_proof,"Combine cereal milk, Demerara syrup, and bourbon in a shaker with ice, then strain into a glass filled with your favorite colorful cereal.",glass_coffee_mug,none,3 minutes,Medium,https://drive.google.com/file/d/1V4vYNFSWQk51Gdp-e3CHt4hsTZgzO3Bj/view?usp=drivesdk,2025-09-28
Breakfast Mai Tai,"[{""name"":""overproof Jamaican rum (preferably Smith & Cross)"",""measure"":""""},{""name"":""banana liqueur (preferably Giffard Banane du Bresil)"",""measure"":""""},{""name"":""orgeat"",""measure"":""""},{""name"":""cinnamon syrup"",""measure"":""""},{""name"":""lime juice"",""measure"":""""},{""name"":""black rum (preferably Hamilton)"",""measure"":""""}]","season_tropical,occ_party_high_energy","style_tiki,flavor_fruity,occ_brunch,strength_strong",cat_tiki_tropical,"Combine overproof Jamaican rum, banana liqueur, orgeat, cinnamon syrup, lime juice, and black rum in a shaker with ice. Shake well and strain into a glass filled with fresh ice.",glass_coffee_mug,none,5 minutes,Medium,https://drive.google.com/file/d/1g6C6HwkTp2xSZqexeLKotobr_T3UCvhx/view?usp=drivesdk,2025-09-28
